object_id,path,format,role,authority_status,audience,source_hash,related_source,generated_from,generated_outputs,owner_skill,validation_status,last_validated_at,notes,source_registry
REL-E4CE3AFEF097-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,e4ce3afef09752be4916f395da18ed94dae80b50b8461ea812f20aa1fe574a32,MD-ROLE-AGENTS-ROLES-PHYSICS-CANDIDATE-CONSTRUCTOR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-PHYSICS-CANDIDATE-CONSTRUCTOR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E4FB63BCCE9E-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,e4fb63bcce9ec051c275635b2be4e8eda01f7fc38432e4c2e32db5e8bd747a6c,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTION-LAW-BENCHMARK-INDEPENDENCE-REFUTATION,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTION-LAW-BENCHMARK-INDEPENDENCE-REFUTATION,,obsidian-wiki,PASS,2026-06-09T23:45:49Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E55D052996FF-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,e55d052996ff28e5bfd6dc57693695353909a8d3b3d340a071b61961185432b9,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DOCUMENTATION-CURATOR-V0-2-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DOCUMENTATION-CURATOR-V0-2-0-MD,,obsidian-wiki,PASS,2026-06-10T19:37:31Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E5924BA39024-TEX-CITATION,,relationship,object_relationship_edge,generated_noncanonical,agents,e5924ba390249300a3412f9d624460f8da0bd9184c3ba275d9b164c9afdf8415,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E595FBB50E55-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,e595fbb50e5500d083810c75afd07e15adb2462a2cc51c28657d6f9aa3cefce2,MD-SCHEMA-DOCUMENTATION-IMPACT-SCHEMA,MD-SCHEMA-DOCUMENTATION-IMPACT-SCHEMA,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E5A508D978F1-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,e5a508d978f1e00b953cd936089cc68e25c03aaaef5917f8d95e83cdda7fc72f,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E6D218D1B99D-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,e6d218d1b99dfde33105448bad9b47b31fbf757f3b75708b548b8e70c77cbe2b,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E72D079C82C2-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,e72d079c82c252db0a74694e6dbe0b9ace447851edb40dd7968035e8e73d6817,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E7F6E3CCAEAB-TEX-CITATION,,relationship,object_relationship_edge,generated_noncanonical,agents,e7f6e3ccaeabf69d0827ec0b012f14cc9d4ce61f434b6427203e685f277e64c6,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E84488DAA3B5-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,e84488daa3b54893455e81813d23070ff00915c2b024e80427b0d9cdc7ae5f04,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-REPAIR-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-REPAIR-PACKET,,obsidian-wiki,PASS,2026-06-09T23:54:02Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E8A531D90EC1-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,e8a531d90ec19a8e8be2e73bdf7ccfdea042617f4cd6e2f62c6f140a64cf1de0,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E917B21257F8-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,e917b21257f87949ed699dbd1bfa993b3adbcd87a5f0f324f5a82023f6c9647c,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DIRECTOR-OF-RESEARCH-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DIRECTOR-OF-RESEARCH-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-E9B96619F036-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,e9b96619f0368131223f611168522584e2764a7be05045f145202eccf1b0666b,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-VARIATION-REPAIR-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-VARIATION-REPAIR-PACKET,,obsidian-wiki,PASS,2026-06-10T05:48:43Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EA227B15812A-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,ea227b15812a31fa373aedd981ca496ba8b23f72a449bf6ab21a064624a37cdb,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EAA2495BE942-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,eaa2495be9422bac27d64a9ee245422b23430120127389ca58e3e8d83031c072,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROJECT-SYSTEM-DIRECTOR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROJECT-SYSTEM-DIRECTOR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EAB4EC741FEC-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,eab4ec741feccbb02530dc6a5e93dc021da740df273789750e2fb73207415fb2,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EACDD8BF82F4-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,eacdd8bf82f4f36ca121039cef95c08bce41fa848889f63b5efc88028a4cd9a7,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EB813C94DDDF-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,eb813c94dddfd930243c5f7cf751d6b6f68416c5383c21686cb6c8c1ed5576d2,MD-README,MD-README,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EBF308199853-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,ebf308199853680a01b02c456f172d3aa453d1604620eb887567400f2ead6c7f,MD-AGENTS-RESEARCH-CONTROL,MD-AGENTS-RESEARCH-CONTROL,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EDEE4870831F-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,edee4870831fc0238b02eb8dc14d9f42cadc9d192360fd17e6b23432442e1a72,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROCESS-INTEGRITY-AUDITOR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROCESS-INTEGRITY-AUDITOR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EEB369B0FFEA-TEX-CITATION,,relationship,object_relationship_edge,generated_noncanonical,agents,eeb369b0ffea07b8a5e28179d440cf5df7e6244d93540bf3236654d3452dd1db,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EF35F01B0A51-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,ef35f01b0a517f521fe3c6f057f0e843d3a05602f39ae097a4e521f82921a54e,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-VALIDATOR-ENGINEER-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-VALIDATOR-ENGINEER-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-EF4508435286-RELATED-SOURCE,,relationship,object_relationship_edge,generated_noncanonical,agents,ef4508435286861cac4cf21bc47ba6c65229b839bde54d3cb3db24e3fe86203d,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F02E1B94493F-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,f02e1b94493f55a2906d76d6212a249e254e87e5bb3c147c7bb619f36a27f296,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DOCUMENTATION-CURATOR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-DOCUMENTATION-CURATOR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F0807D33A1DE-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,f0807d33a1de4ed807623e3c27fba08116dc8312ca02c0307637f6efc47c5c78,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F0FFC46FFB3B-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,f0ffc46ffb3b13e686bfee062a885f24f8142734c85244c33d7395ecc4fd8931,MD-ROLE-AGENTS-ROLES-PHYSICS-CANDIDATE-CONSTRUCTOR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-PHYSICS-CANDIDATE-CONSTRUCTOR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F15B41A73C69-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,f15b41a73c695391cf8437991d70818fef9db15a39320c49700a0b0d39d5eaf9,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F22B7E69B789-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,f22b7e69b7896c903e44949ed49d40b2fb50e47c3274a4d96c364aa9e717d999,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-VALIDATOR-ENGINEER-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-VALIDATOR-ENGINEER-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F24A2CE50C5D-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,f24a2ce50c5d997b96888a8fd32a5d8d226cfdf9a08396353d34e3bf778b2f71,MD-HTML-SPEC-RESEARCH-CONTROL-SYSTEM-EXPLAINER,MD-HTML-SPEC-RESEARCH-CONTROL-SYSTEM-EXPLAINER,,obsidian-wiki,PASS,2026-06-10T19:37:31Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F25D38B6EFB6-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,f25d38b6efb60209ef793b83f97dd20efd79780772ea2558f5dfdbd1dbc797ec,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F294C2EF873D-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,f294c2ef873dac682b6a4e096561d6ff6de13d42a6c1fe245a79502406506b4f,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F30434E7BE9F-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,f30434e7be9fd6382106dbe95aab9e71b9672720f771258914a0bb3b28086f47,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F3693931F8AF-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,f3693931f8af2d6f839e8596941b037a6cdc89382b88c73e22e1379b8d17b434,MD-SKILL-IMPROVE-PROJECT-SYSTEM,MD-SKILL-IMPROVE-PROJECT-SYSTEM,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F3DB45738850-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,f3db4573885056872d815099643946eca3f76e3acd26aa7cb677c878cb5595d2,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-BENCHMARK-INDEPENDENCE-REFUTATION,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-BENCHMARK-INDEPENDENCE-REFUTATION,,obsidian-wiki,PASS,2026-06-10T05:36:37Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F442DA4A2481-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,f442da4a2481e3a9e0ef6c82ec8e314ff44bbcfc6e513e9e61ef2f746319c219,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-09T00:26:30Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F4F3C65D566C-GENERATED-FROM,,relationship,object_relationship_edge,generated_noncanonical,agents,f4f3c65d566cb223e250ce8f578969986d91912168c84860e961d5c5a113ca7b,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F5AF6996579B-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,f5af6996579bb6400a47d5d0d60e213d5abf09635586d366128f97f99a7af0da,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-VARIATION-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-VARIATION-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-10T16:27:13Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F5FC3648F89C-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,f5fc3648f89cae6eab8933ee003515370310fe2949ecafb0a2774db8297d0904,TEX-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,TEX-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F612C8A531F2-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,f612c8a531f27622214b3324eb3c6be0d4071222d28ee66cafaa89a15c752dc5,PDF-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,PDF-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F63227D47C9E-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,f63227d47c9e29f00a94244de7cb411998dbab79a2a834ae45178c780180f8c0,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-09T00:26:30Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F6CBB96360B0-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,f6cbb96360b054fbd7507c638a41544afa232e39a0da10629d311626f4c01d91,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F879B01CA33F-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,f879b01ca33ff35f1abe92ed708c07dea13bcd47c96bb703755ee32ef1a94f56,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-PACKET,,obsidian-wiki,PASS,2026-06-10T00:47:57Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F87C23FC5B6D-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,f87c23fc5b6d660bc52eab2000cc40c81f710a33c9e797466343c3df1da3c5fb,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-SEQUENCE-OVERVIEW,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-F937AAA15D0D-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,f937aaa15d0d0ec4ae05cac9e135f9f2b255970eee785aa71ff55fe79c179aaf,MD-README,MD-README,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-FBCE558B9D43-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,fbce558b9d43b60398c2e29d5b5157bded63ed63eecc2efc132278adb8e9e1f6,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-FC54AA7B1886-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,fc54aa7b1886beeed91dfe30286f226aaa3498ec7885182fd196ae07adacfe78,MD-ROLE-AGENTS-ROLES-PHYSICS-ONTOLOGY-FORMALIZER-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-PHYSICS-ONTOLOGY-FORMALIZER-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-FCB0303CD827-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,fcb0303cd8273ce4f5ddf7338b4d7462805b7583ac02a953dddd0d8c87a76ecc,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-PACKET,,obsidian-wiki,PASS,2026-06-10T00:47:57Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-FD0166725DEC-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,fd0166725dece23d6e8b5b315bf79a0a86ba8200724b0ed02bd06841d0e5ff37,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-FE6D80E1F7B2-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,fe6d80e1f7b2a3df829f664d79820a16fdd4d3bc391e22f4d3776df29de92a57,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-JUSTIFICATION,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-JUSTIFICATION,,obsidian-wiki,PASS,2026-06-09T00:52:07Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-FF6B2EF3CA20-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,ff6b2ef3ca20c1b286e7582770d4e193885119bb277b70c350297372a3ab32fa,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-09T00:26:30Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
SEMANTIC-HTML-RESEARCH-CONTROL-SYSTEM-EXPLAINER,.local/content_semantics/html/html-research-control-system-explainer.txt,content_semantics,content_semantic_extract,generated_noncanonical,agents,fcc2139da2ce4ed25821808ebf893b9802cd5b63ce6837cf76cfd19f08e71737,HTML-RESEARCH-CONTROL-SYSTEM-EXPLAINER,HTML-RESEARCH-CONTROL-SYSTEM-EXPLAINER,,obsidian-wiki,PASS,2026-06-10T19:37:31Z,Generated deterministic content semantics for local agent retrieval.,CONTENT_SEMANTIC_REGISTRY.csv
SEMANTIC-MD-AGENTS,.local/content_semantics/markdown/md-agents.txt,content_semantics,content_semantic_extract,generated_noncanonical,agents,96151d1a6dd1a7c9455853b19231dc3ca81ef6afe59b765685989ad456f72827,MD-AGENTS,MD-AGENTS,,obsidian-wiki,PASS,2026-06-10T19:37:31Z,Generated deterministic content semantics for local agent retrieval.,CONTENT_SEMANTIC_REGISTRY.csv
